frequency, MAG[S21]*MAG[21], MAG[S31]*MAG[31], MAG[S41]*MAG[41]
280,0.0000027436940881,0.0000201912726409,0.00634404285025
280.5,0.0000028824569284,0.0000201527370724,0.00605820939025
281,0.0000030362365504,0.0000201248240449,0.00578956635664
281.5,0.0000032074660836,0.0000201088568041,0.00553710109689
282,0.0000033989347044,0.0000201061663201,0.00529989824016
282.5,0.00000361418121,0.0000201187234521,0.00507708976369
283,0.0000038574138409,0.0000201485174641,0.00486796453264
283.5,0.0000041339429041,0.0000201981032929,0.00467184553081
284,0.00000445041216,0.0000202705251984,0.00448815583969
284.5,0.0000048152158096,0.0000203694255625,0.00431639802049
285,0.0000052392463236,0.0000204995239696,0.00415618749225
285.5,0.0000057365519121,0.0000206666615236,0.00400725714841
286,0.0000063258286144,0.0000208780455625,0.00386942470209
286.5,0.0000070322553856,0.00002114344324,0.00374271097729
287,0.0000078905933604,0.0000214753462225,0.003627291529
287.5,0.0000089496107281,0.0000218907951376,0.00352362147201
288,0.0000102799749376,0.0000224130283776,0.00343250687376
288.5,0.0000119872443076,0.0000230750533225,0.00335528245504
289,0.0000142346989521,0.0000239254026496,0.00329404827844
289.5,0.0000172868850625,0.0000250373139129,0.00325220418961
290,0.0000215971184529,0.0000265289893969,0.00323526614436
290.5,0.00002790797584,0.0000285932964529,0.00325228402944
291,0.0000378768855364,0.0000315947416464,0.00332019116521
291.5,0.0000550750999876,0.0000362601482896,0.00347181386841
292,0.0000887688077584,0.00004427438521,0.0037797904
292.5,0.00016905980529,0.0000603811364809,0.00443390847376
293,0.00043195387225,0.00010184644561,0.00602425897921
293.5,0.00145974428356,0.00020017722256,0.00834796523584
294,0.000803552409,0.0000513015495001,0.00121249507681
294.5,0.00023792445504,0.00000439070116,0.00029663517361
295,0.00010242856849,0.000000330489313924,0.00049384839529
295.5,0.0000551116186384,0.0000011108316816,0.00066730772329
296,0.0000337313539369,0.0000024055389604,0.000777071376
296.5,0.0000223582394025,0.0000035682076609,0.00084275251204
297,0.00001559697049,0.0000045194082921,0.00088013682241
297.5,0.0000112472366161,0.0000052820909584,0.00089929813689
298,0.0000082895623056,0.0000058936301824,0.00090650972889
298.5,0.0000062020423521,0.0000063873969289,0.00090572708209
299,0.00000469285569,0.0000067898809476,0.00089941209604
299.5,0.0000035847742225,0.0000071212658449,0.00088915486969
300,0.0000027633410289,0.0000073962785521,0.00087600016729
300.5,0.0000021514435684,0.0000076260479409,0.00086068890625
301,0.0000016948134225,0.0000078189022129,0.00084378049441
301.5,0.0000013534762921,0.0000079813595169,0.00082572896025
302,0.0000010971724516,0.00000811851049,0.00080689515481
302.5,0.000000902925650176,0.0000082345467681,0.00078757125769
303,0.000000753566358724,0.0000083327482225,0.00076799374129
303.5,0.000000636521539329,0.000008415801,0.000748350736
304,0.000000542804983009,0.0000084858603025,0.00072878941521
304.5,0.000000466094309521,0.0000085447474596,0.00070941257104
305,0.000000401997845089,0.0000085939267716,0.00069031782121
305.5,0.000000347476059841,0.0000086346059409,0.00067156131025
306,0.000000300428956996,0.0000086678425744,0.00065318580625
306.5,0.000000259395657481,0.0000086945368225,0.00063523153444
307,0.000000223339417744,0.0000087154257961,0.00061771137444
307.5,0.000000191515640625,0.0000087311976196,0.00060064696561
308,0.000000163367939344,0.0000087423705625,0.000584043889
308.5,0.000000138467340544,0.0000087494682025,0.00056790226249
309,0.000000116474086089,0.0000087528997609,0.00055222650025
309.5,0.000000097105154689,0.0000087530181025,0.00053701110225
310,0.000000080119566916,0.0000087502372864,0.00052225503841
310.5,0.000000065158688644,0.0000087441447025,0.00050797496689
311,0.000000052226875024,0.00000873557136,0.00049413288681
311.5,0.0000000411116176,0.0000087247572129,0.00048071878009
312,0.000000031655170561,0.00000871194256,0.000467727129
312.5,0.000000023713536064,0.0000086973087744,0.000455139556
313,0.000000017152617024,0.0000086810372496,0.00044295516225
313.5,0.000000011849411025,0.0000086633092225,0.00043115200164
314,7.69E-09,0.00000864418801,0.00041972536384
314.5,4.58E-09,0.0000086237957569,0.00040866239716
315,2.41E-09,0.0000086021957025,0.00039795462144
315.5,1.12E-09,0.00000857962681,0.00038758584384
316,6.42E-10,0.0000085560345049,0.00037755210249
316.5,9.14E-10,0.0000085315399744,0.000367834041
317,1.90E-09,0.0000085062055716,0.00035842819684
317.5,3.59E-09,0.0000084800352025,0.00034932357604
318,5.95E-09,0.0000084530910564,0.00034050951841
318.5,9.00E-09,0.0000084254931289,0.00033197568804
319,0.000000012734896801,0.0000083971289284,0.000323712064
319.5,0.000000017185374649,0.0000083681182729,0.00031571248489
320,0.000000022374475561,0.0000083384647696,0.00030796389121
320.5,0.000000028340039025,0.0000083081144644,0.00030046408921
321,0.0000000351337536,0.0000082770714601,0.00029320397824
321.5,0.000000042826646916,0.0000082452825316,0.00028617135556
322,0.000000051518558529,0.0000082127523241,0.00027936448164
322.5,0.0000000613453824,0.0000081793712016,0.00027277495281
323,0.000000072495024001,0.0000081450876816,0.00026639462656
323.5,0.000000085219621776,0.0000081096231076,0.00026021883969
324,0.000000099863584144,0.0000080729288641,0.00025424621401
324.5,0.000000116892874816,0.0000080346170116,0.00024846901641
325,0.000000136942183249,0.0000079943604049,0.00024288287409
325.5,0.000000160884418816,0.0000079517232144,0.00023748967449
326,0.000000189927741249,0.0000079059942976,0.00023228503281
326.5,0.000000225751367689,0.0000078564165849,0.00022727974564
327,0.000000270669427081,0.0000078018545124,0.00022248108964
327.5,0.000000327392241124,0.00000774119329,0.00021784284025
328,0.0000003991080625,0.0000076735094121,0.00021323884729
328.5,0.000000492343595584,0.0000075948745744,0.00020895858916
329,0.000000614005452225,0.0000075014636544,0.000204947856
329.5,0.000000774970344976,0.0000073875783601,0.00020114614276
330,0.000000994489612081,0.0000072446567281,0.00019757394721
